,rownum,adult,budget,genres,imdb_id,production_companies,release_date,revenue,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross,cast,crew,id
1930,12062,0,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0465436,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Australian Film Finance Corporation', 'id': 1380}]",2007-09-20,46474.0,105.0,1.0,283362214269.0,"['/kMSMa5tR43TLMR14ahU1neFVytz.jpg', '/4lcpUIRwFVmPkkxUvYdUNSQQddc.jpg', '/l4j9SbWKr9C4X9zXPuwwieWzZby.jpg', None, '/l2NNfs9bd6qxqzIOahcz2hErrq8.jpg', '/v9t3baWMoUcdEhec5SkCwa1aiL6.jpg', '/ifwlRvTccL5MuNq5MhKFk1BSPJd.jpg', None]",,4629
1931,12065,0,51500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt0765443,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Serendipity Point Films', 'id': 805}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Astral Media', 'id': 2743}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Corus Entertainment', 'id': 11550}, {'name': 'Shine Pictures', 'id': 16880}, {'name': 'Kudos Film and Television', 'id': 20244}]",2007-09-14,55112356.0,100.0,63597539.0,7373873467.0,"['/8W02WOJI1pEGh2iqQsgITR5tV0P.jpg', '/gYtVNMwX96fE9F0WVkdC0SGffkn.jpg', '/yTTyX7xziiMibm0nzcH5z6xxLLv.jpg', '/77rn5ZNosxPjBtYAIQg2U4ip2Sc.jpg', '/r9eWOKN1WtE7RMDAwIhOpMRh3wL.jpg', '/gqNTtHmpiUs4bbGhHTNPSJUR6ZW.jpg', '/sBzhVnGFIjpA9gL4okmLhafS4CJ.jpg', '/lnr6IQUAyXP0y1oj7sEZgmNpzpL.jpg', '/qxuLEfiivZuucLOzm7SRalCQFml.jpg', '/ynDPZSNbwDBunltkBGaAestG2BH.jpg', '/byxuna6ukgU2LbS1Y59BDe0smuz.jpg', '/h2ukt3AaPRKdy8kHtXe6DScgi4B.jpg', '/xUjirByODGhbfElKx9hTUBjCIYU.jpg', '/4jttLXZvNSF88fBtlLfHKoX0sJC.jpg', '/jMmXLRtmWiUfnTSH7M2TPAQ6i6c.jpg', '/kOgrGMKiX2DOQtRIJtfPfntJq39.jpg', '/63EcPY0nWYtlJ3NB9srcKTtSzUn.jpg', '/67hHLA1T2yxJJdBhRKg6dhb5hC1.jpg', '/7F6BWp311YTed9xJ42GpgAckHEE.jpg']",/nFHIlkIuile5RmtSqbyCB4w8SpH.jpg,2252
1932,12068,0,8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0283503,"[{'name': 'City Light Films', 'id': 136}]",2007-04-30,458232.0,99.0,7292175.0,268429350623.0,"['/zFtp13AZyPbqbj6yHujPWHO5ioh.jpg', None, '/dTQ9PaOdN9CxdqntlVgxngyECua.jpg', None, '/1QkMNy7ZzYAER1cpbD7xDJQOUs3.jpg', '/kvUKf9HCaqUtgj7XuKZOvN66MOT.jpg', '/sjYRLct4yHiRDQWM0nOvhDr2yAP.jpg', '/xkbGC7tDwoKUwpNcOLsNUMjLjP4.jpg', '/xnc7WgBvfefwu3nJ5IkCjQrhPz0.jpg', '/f4dD2ohtjJZweo6nbvu38OpSsCO.jpg', '/A7JmLYoUy8u46xp2kHHY7dMG5IF.jpg']",/5ZZRgK9fonWGJt3rfeidwgCTkDd.jpg,13072
1933,12077,0,22000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0473188,"[{'name': 'Eclectic pictures', 'id': 8056}, {'name': 'Millennium Films', 'id': 10254}]",2007-07-23,413454.0,97.0,1.0,1099149558908.0,"['/iqvYezRoEY5k8wnlfHriHQfl5dX.jpg', '/8suOhUmPbfKqDQ17jQ1Gy0mI3P4.jpg', '/kyzJblLaOPK89QkRJlh6w0tbvFI.jpg', '/rJx9FAIMOtaOiqTtlaGLVTxn8Y2.jpg', '/xGNcy5uCe0Ke5vqC7oZlOV3GGDx.jpg', None, '/XLGgcMYum9z16DumVDKw5LFWRd.jpg', '/tB1xwjGYzRjsH7NLnJgCA3QlsIm.jpg', '/b2GbGSrgb6twTdjfvUK4y0WrIjx.jpg', '/b25J1y0cgHcemktz3bgtRlOUZMp.jpg', '/2wTFhzw6JoOsoG010gofDtQzPNN.jpg', '/AiBNELVvARLrTFdOgEgMZQRiqvA.jpg', '/gjn8NPkabXtAhYAOz171PhgdWn6.jpg', None, None, None, '/kzzQoiO3bbi2UeDJL9QtBT5jaQn.jpg', None, None, None, '/icWXPTZlbOytDwMzRLM37TyBcox.jpg', None, '/nOi7Ao7lYWfnTsSgCiOlY76T2UF.jpg']",,10425
1934,12080,0,45000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt0432021,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Resident Evil Productions', 'id': 58249}]",2007-09-20,148412065.0,94.0,63696157.0,4006526608.0,"['/mcNgLarIVho7LheWcvd1oQ2tBOg.jpg', '/kiNGbfGzjbCKIAsdy0UcuzgGHRc.jpg', '/bREO6OEipl4y077K0mdBUXVuE3i.jpg', '/vYEI5xJWJ6HKjPusvO2klAvez3J.jpg', '/64S9zCFVzHoloRSzd7yd0covlhC.jpg', '/lN5YrFFhCmxvX22Ts9hmzTMYblY.jpg', '/sjF789noj4npjF9Mcbq92lscEx9.jpg', '/4vsXCzUknnPmadfp9qVtbaO34NP.jpg', '/thzvdpk4TV5hvmKxGrCKGZPrRkw.jpg', '/7OTkkGVB0A6b3RlXvtiuo5YHWBJ.jpg', '/1dxDHszSraPgub7RzaPAlKTHgR5.jpg', '/i5CkGRP2JgJaicddxUqD66cS0hX.jpg', '/n5px27JkZdGgFLoUdD6UA5ZFaqK.jpg', '/aPtrPr56oRhX790lzeWK09uA1zB.jpg']",/v0wHXi3XdUP9OScVv1E8LgCxdZC.jpg,7737
1935,12082,0,25000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0452625,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}, {'name': 'Milestone Entertainment', 'id': 95343}, {'name': 'Alberta Film Development Program of the Alberta Government', 'id': 95344}, {'name': 'Chuck Productions', 'id': 95345}]",2007-09-21,59192128.0,101.0,1.0,3956558165.0,"['/kL2zM9B8PDacQQErLIJ8fstk0Xb.jpg', '/yMiHrSyrv5u8qwfi3T8EuI4VPFk.jpg', '/75hCIe6KHpHUlJDcyoxEp035BWz.jpg', '/gm0Ee0mwosC38DdznpXK2dsL7No.jpg', '/kliCi3hJV1doLuOoMsYRZI85kcQ.jpg', '/gNeWQz9oqFiZ8B8Tsr8Nmu5km28.jpg', '/tbkmcd2tTYDL99i3F42Zzw497UB.jpg', '/vkuCkYVYopLSMT6ceGKI2UV1kjk.jpg', '/6gbNPjCyBNsrpX2YA7nGadn0uwF.jpg', '/7K9QMwQkRl7FRdrn7Y7guK3zexf.jpg', '/gV78QFMiLRKzp71RxWRjrwsIymn.jpg', '/k4lZO5dXqnZ2Q9yTgHN9hc1r1wx.jpg', '/Ceoa65Zc6QXvT1zFpPmQx5dY5M.jpg', '/vL5KmEsbsXyBCNnbc26W9OEf3ZK.jpg', '/iKJ7Ihs91wHbZZBpeEOyS8I2ZnL.jpg', '/nA91pmgXU6pYBS4YUPcpN78s0Ic.jpg', '/8HqH9Fb5vgmq066jhfhCWcMkPBi.jpg', '/qBLl8vQguVA4B1vN80aTvhglGbh.jpg', '/aCdt4RsUBPZM0jMFUGyhGkUF4qr.jpg', '/pQEALNHNqEs1je9rFCA59kif3Rz.jpg', '/3esefYNtT8fGXeGcctzl2M56Swm.jpg', '/nIF1GLQ2WPGS5pdogVGhOm2nYmh.jpg', '/uoWbOgiRB2zxafGp0OR9BJNmuGE.jpg', '/xf5UIe7f7RTReehlPBD2wLHvMRu.jpg', '/jnwh2aN6rV4pp9FeZF4DuS9g5kd.jpg']",,10030
1936,12083,0,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt0758758,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Art Linson Productions', 'id': 8769}, {'name': 'Into the Wild', 'id': 41051}]",2007-09-11,56255142.0,148.0,29591125.0,562761315909.0,"['/qSiUKKhJLD7LCZdfz7rQOhNpxO1.jpg', '/9TYI6LAu4S0vkn47RjLLgFrhtrc.jpg', '/mf5GiYZjURQ72CPtY1kBva7mqIK.jpg', '/5tmHa5Qz31TKsXIsEB12ZfWQoTX.jpg', '/z6SAMIxwtlZJAc5jkcUd4oX7vQ8.jpg', '/tEBdqBUduF3dBcJcBeY5ffZ9MMu.jpg', '/r6ISnWjO5fA9QA1BTWUGaqdPyxE.jpg', '/e3PsBYlpDSp1CaLNDWh42GIpDGF.jpg', '/snyV5pdXbLxyvf2jJhWFxzuvX0a.jpg', '/q1idmyiaxds2ElxwXOQac75wMAh.jpg', '/dqULuupcz7gu4V34wOJ42GukX9I.jpg', '/2y4LfvGcE2Hh0lFaqQnIbiL6pJ7.jpg', '/xZo7qB575ssksOhSqfrs6FVqtPR.jpg', '/s35uIVK0NtOrFwVeDG9de66Vjwv.jpg', '/lQNprdgBKw2iYWDFeZAmCrJO7bY.jpg', '/ddLjFwTKi1vjQxHHH3pVuN9fzDE.jpg', '/txa2FUem2tQGPH5HQR6WceIX9B7.jpg', '/3g2L9R6GIvkx7YfHqZygjFemsLk.jpg', '/27RmAly6e7s1U4iGBAH6bClHRbH.jpg', None, None, None, '/zAHG9XRhZiDDGulr78iZLTJ5Nz4.jpg', '/obcEumoCx3pXhhZBZcsImV3OtxQ.jpg', None]",/f2uy1zq0qmtLBpsr6N9uQ8FktOr.jpg,5915
1937,12084,0,22000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0492956,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mayhem Pictures', 'id': 22881}, {'name': 'Monkey Dance Productions', 'id': 80510}]",2007-09-28,147880543.0,110.0,33889159.0,2671300612.0,"['/kuqFzlYMc2IrsOyPznMd1FroeGq.jpg', '/1s4iRg3vfodToUyJozADniNijiu.jpg', '/udLKlspMdXSC9LMdhygL5rcJ4XI.jpg', '/ctkNxIjd0lQY8tV14n8J6YoFJuA.jpg', '/8uXIo48u1hyuUUVnCpXXniBfw6c.jpg', '/seCypSY6hLZQRUL12jCYoiwClCN.jpg', '/A5xkyJ0hI6F81hHRm0xBOQEYonz.jpg', '/nH7XAMTsoomzS3hrciKWTVOzOlR.jpg', '/1RiIwCycBkh9SGp6XuVheAvqWXs.jpg', '/wiNmcX6RnOAjFOV0jHYasZ6RYVf.jpg', '/2fZTljbCJm2oxVp5Eq1dm623zid.jpg', '/dPzxmVKTdMPhYiMjAbScn3peKFt.jpg', '/qDRdefQexpycxyvyYdl7XJw34kF.jpg', '/yJCPx1b6inJgGCHGpc1eGFvEJsa.jpg', '/bx1NZZXt8xPSb30gTpU6XvgmL5v.jpg']",/jc7Uh9eDTCkC8MxxziRTMCevAqM.jpg,13680
1938,12089,0,60000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0408839,"[{'name': 'Conundrum Entertainment', 'id': 1156}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Radar Pictures', 'id': 14718}]",2007-10-05,127766650.0,116.0,783125480.0,7441190031.0,"['/o9M2PyoF7QDSMq1OwW0D892fIkV.jpg', '/ubtiYacfL38vzk8uQCB6duLOuHr.jpg', '/10PSqSu9Jlfh5rWLbN3YCr8N0P5.jpg', '/wyleNpBLMLZ9CNjl13hNB8zoFIa.jpg', '/k2zJL0V1nEZuFT08xUdOd3ucfXz.jpg', '/8AfENrZpycuHFTTMDB58jDZvNSq.jpg', '/hNlTTubqp83KW5EKNd9NRbPHCEo.jpg', '/uAPQD3zXThKHXaYELx3ePSzeWwM.jpg', '/eCPxOz8ZPIHWImk0Rv5yt28kDVP.jpg', '/44DW4hNukuxNhGwyMScNNKhwflN.jpg', '/vmwY3Z3jsdolDHVQj4SaNwrPhbC.jpg', '/r5pxOlIdCMJArRsRluIrQFM12nW.jpg', '/fjlgeSVdVCN91trcRZVpnZSX3hB.jpg', '/l9XsoDLnThvjXFjfa9oBWBTVYeG.jpg']",/gJcM7v6tTOKXfiqhtH3GcCyojgv.jpg,9038
1939,12090,0,25000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0480242,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Jon Shestack Productions', 'id': 10991}]",2007-10-26,68377859.0,98.0,1.0,5520666544.0,"['/dIbDse0ULWgA5QVoQDSFogczuc.jpg', '/rkW6eE75Tt1i3J1s2fsIDZBW0kd.jpg', '/kL2zM9B8PDacQQErLIJ8fstk0Xb.jpg', '/sWm7Oar69rHGJzKgcP4iutwUmLb.jpg', '/jK2uDKxfysuYjNAgUxbwyhd4fKD.jpg', '/w5bjRgGy3vNkJqY97kbvTp7ldxb.jpg', '/1jeDJlSfVFoPMCHLkTqsFKLR9Gu.jpg', '/32ovcCVfAUYrJof6IDaoS1FPJG3.jpg', '/aodVk01ODRMcztjPmhuo2OZs3Pw.jpg', '/aDgCIA7QgtivhjuA7pFKjNjWGke.jpg', '/bPpOoEkvYtpE1PVrXIpr8LHw37W.jpg', '/jT5k2BLOEXaRF94ZV9plQBV6mAL.jpg', '/7g06FytDzIpbRTw7ONlB2ofara5.jpg', '/kZMhb5m8bUjgpi0sGmhbfRe7qx5.jpg', '/6BYMqMVWxuFQEFcPUyl1hpqZSuI.jpg', '/ymkT3pLr90TkTEHyHkA1lUbA1hY.jpg', '/1VZS9skgt3fDpoXuVuAq9q8UTJH.jpg', '/A8M9hogEZoQF7kjvxP14SCmz4Ne.jpg', '/2XFGxj2gi4dAt70XeYeoD14r1YD.jpg', '/x5SI6SKReM5m6sW5UzZZE8TakwC.jpg']",/f9LzlH4veKD7XFMbB2xEUg53fhj.jpg,7211
1940,12091,0,16000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0838221,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}]",2007-09-29,24377151.0,91.0,123905775.0,1262810135189.0,"['/j7oYgvfDiO34VcFdSB7GhM2CSle.jpg', '/3WDQYEqcqZDp5mOhDN8XSo0NVUK.jpg', '/zvMslH1C8xmEBpGgDsdzL797Rv.jpg', '/7BOoOAIA1CnSzFSVSJP7saniQaB.jpg', '/Aiyv68gYWcEe9OYhyCkOa09kjmy.jpg', '/5Zo00BGDlGjnkZQjzuDie8wnURp.jpg', '/dvmEq92L4UwL20uO2BOQ8vnpPBP.jpg', '/1oEP6OyYZgyLubgJXifx2GO78c7.jpg', '/i569UYNetmBMvdfC35TT3ghIbYZ.jpg', '/608mxzVDmbQtWt3IedJyQ72FNg5.jpg', '/9O71WSILj1af9smwuN44nGd198Q.jpg', '/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg', '/emTPxZIt9j8d4FcKMSpX3eDq0tO.jpg', None, None, None, '/2lRLh1wT21jPiTRb2MbdlYuMnGk.jpg', None, None, None, None, None, None]",/s03CeUeC5yAXyB1acqP0zGNo2SC.jpg,4538
1941,12092,0,21000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0498399,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Industry Entertainment', 'id': 376}, {'name': '2929 Productions', 'id': 846}]",2007-05-25,54926886.0,117.0,1.0,5772644331539.0,"['/fGXFFv7owELL4wCFn2OsFAgOiO3.jpg', '/6JoVMpn0CcZwb6JK7XW2E6ntU52.jpg', '/5MNUwSmCYGFQ9ytVRYzKGZcadVq.jpg', '/tdPF78kdzxPcCwxKjPykq6u3y5Z.jpg', '/1aBC7NxPy10ofng6HsJBecJ1vMZ.jpg', '/2Zyedc6NhCmRIIgf7INEf7Gqq7i.jpg', '/i1zETdFvGG9vnGtRvdg7PTqpJ5k.jpg', '/7GfJpW7rzwctgMDUdhAWskkmTTg.jpg', '/xW84pRsS0w674ckDoUFwZICkmYL.jpg', '/noPEWLKec5RiCXRmHhJ5M9Io7j6.jpg', '/ikjLze3v5W9n4o2BaKN5DXi7Cke.jpg', '/eBBhri0bh3WNWkqt2RC5rTiXiWq.jpg', '/ep5ETBkRRglea4Cq4BYMOoRs2Ir.jpg', '/kVM1Ft1Ey1nx5n8rKJtQl5tRBae.jpg', '/zW0mm719yTQNr1V7XPx43q7x3qj.jpg', '/vaK8wxkMeKJdZEdGUufyV0Ma24M.jpg', '/xLxKbfHbJwESM8yRMmpVBdr5WWt.jpg', None, None, None, None, None, '/fHkUG3gAwubiSJHFDJY5S97xNDu.jpg', None, '/f9zHdKdCv8tKkFBY0jNbf8w6kAQ.jpg', None, None, None, None, None, None, '/dgwH7eY1SyZBbgjBEEfjgkSaQ31.jpg', None, '/sDuWTO0LZpvfPagJPshQWqOmeOE.jpg', '/27nPEb3NaAxce8wcrSPtTH1nKf1.jpg', None, '/pl3DDWlNFLyK8IdGBY5aDDhxcQe.jpg', None, None, None, None, '/wKkHy2GE55YwBcjFScYddRSuCmh.jpg', None, '/sZEX6SrqHcsFImYaJd7LbzqFJ6L.jpg', None, '/sJ785evMju37EtxQ3JpkFh9o490.jpg', '/djjDdTBGGhKdBtm31Gefm6mA9tq.jpg', None, '/6LjR6uuzBLy8gcagQlaTTPor6RI.jpg', None, None, None, '/j1pxCjdfa4MIFqZJapvo4LKYTkQ.jpg', '/nHSXl6Y8ZNyv7noxTrh1uXHp0tE.jpg', '/ztH9qxR7mknj8Rs2MCNhayA7n5l.jpg', None, '/yBzhpya88GGOdD6WG8YmwKHIFWq.jpg', None, '/fDGzQzh6Y8rFyKWFhPFWw39Uja1.jpg', None, '/1hmFBVE6sRSw5LYloJXg9q0NomQ.jpg', None, '/oB96rGa1HKWDVWSRICQjDLVlv8w.jpg', None, None, '/cfIqfjPeq53kooQPuPGRClN3sOi.jpg', None, None, None, '/sO19H78B0WUejcMHilY4tZiH80D.jpg', '/kbU60Cyt6vETNgfsFoPZz5VfJJV.jpg', '/iVzMhwSjee9mkXUH1WI762slQCQ.jpg', None, '/2GfaFhfPdfsVltkF0WK9iqxxdiV.jpg', None, None, '/xjFzQ2d6ol85dVpY6I8pCir8oOo.jpg', '/4KNrO6tksNo3uAOeNluSZCj7Lec.jpg', None, None, '/6Q49QKIP13MHDBf87eLikg74G71.jpg', None, None, '/4dmkI7cAjhPoH0xkfyhga179WEL.jpg', '/cEcprn2lpQF31gfQ71QQFp5GaYk.jpg', None, '/m0OxinhnKPqR5Gq9OaCN8q9xkwR.jpg', None, None, '/dXJ475hnkIcl6sDklCEjFClvcck.jpg', '/wz6OJK4dAoEJcx1L9kMp3Py9bNV.jpg', '/wWsfCbQQyp90r3cSM5C5e9vVEyF.jpg']",/26NM43boSYspJiKeRc0gy41g9sA.jpg,2001
1942,12093,0,55000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",tt0414055,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]",2007-09-09,74237563.0,114.0,112033287.0,294039403584.0,"['/33vvSBq51vpXwfkhQzQTwgRAUeI.jpg', '/jm2as6tLcvHCYQvmMYM4VK6JEnr.jpg', '/5h91WHSK80YtqTk1bMiar2IZzO2.jpg', '/9uZ1hr88BGJUWtIApEAxYfR0Ku1.jpg', '/w3jpQ0Lcus7voaq0tKGd4xv2X1D.jpg', '/gDQD9GzX3tBfYnvafBnVrWTptfV.jpg', '/p0rbwzc4Yj2oHW0iiln0X0Wx9EK.jpg', '/2XEuPT0T9SRwcpsOXD9vMpm4Vad.jpg', '/zRvK2T98rz5smCwRiAaFRq1CoDo.jpg', '/bHipa1GkpedD32w2OIRg5axdkQ6.jpg', '/i4oo8zApNAbKQKI4yKc0T571dBI.jpg', '/bpS9H0TYn67BMGBNv32180j8LX7.jpg', '/boCQQIoWB3tHq8VtqG8DSsVVjPa.jpg', None, '/qhjrbokMi1DYcrL4B8YuIr3IT5y.jpg', '/8s7Mn1Ibl21H1E0AJxOJ9p3xQYU.jpg', '/eyl58Ycj9Zm6ci8WLK1oYIsEs2P.jpg', '/nDIK01IoVNx7cfYOrKqGugItqO9.jpg', '/nY28eOMjUOEHV1Nh9nwbeCAk6JI.jpg', '/vZaOmbLpbh3rbDa3CGoj7cBkotI.jpg', '/7IE49gbJBLmbKgzyUryr0CVAOhp.jpg', None]",/tscFnAwxOok4DgFE7uaJhUMk7vc.jpg,4517
1943,12094,0,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",tt0465538,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Section Eight Productions', 'id': 14315}]",2007-09-28,92991835.0,119.0,1.0,286354441842.0,"['/esyiULfB7kSrhgzBkLamjsTTKEg.jpg', '/4mxZKgdem0sQ8hJd0Y7TREwq7TJ.jpg', '/eGNo9qwlunvAi4kCVUEFtQFM5X.jpg', '/zxkoU2diKtvarV1Qk4z9He2lJj9.jpg', '/w6ssYHZER9wrZ1fWen6iUEQWYan.jpg', '/fWwAdFxzXRYPMfmYsF5UO600NNQ.jpg', '/jU4YvyeUDZxirG1rHlPxonxkprR.jpg', '/iYTRxrNPGNLYmKfv5RI7pcLyV2i.jpg', None, '/iil0xqgJbuXdEohG1vqz7KDWxVg.jpg', '/7g06FytDzIpbRTw7ONlB2ofara5.jpg', '/jwE1G6jVtBi20ZGjC8U4GOWSIxw.jpg', '/ewJlnhcBM7wRvEO63dz6ynLFeHk.jpg', '/27RmAly6e7s1U4iGBAH6bClHRbH.jpg', None, '/xkPBBGQt2jkYwuMiENBFjrr6pY5.jpg', '/4cbnz65jCRr5S0biKtxcIDoIGmN.jpg', '/rbtQXAM6HeHxvPCBzHREIxmrIn1.jpg']",/yxIBhjYzWwAKV356JNeM8IIvW7Q.jpg,4566
1944,12096,0,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0805564,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Lars Productions', 'id': 19731}]",2007-10-12,11293663.0,106.0,1.0,559156308715.0,"['/4X1wJo5xHm3YICPWZqVCPgLBEJ7.jpg', '/rdHrGCfnVcZkbOjfEDnWbk80X5Z.jpg', '/u3FUCSYpivGpCliH22PJdCk2pIY.jpg', '/3AQGeuapFf2FbMBpw2pzPw9I5KC.jpg', '/5pueUeAfhCeSb05dthvcfw86pyE.jpg', '/10ZSyaUqzUlKTd60HmeiGhlytZG.jpg', None, None, '/zDnqrRMsmD4VwJzqp2HiPJdm0m5.jpg', None, None, '/2HJwL5EmMQSggNKfO9xc6DANmL6.jpg', '/kE9v70QKDwEsJhR7sQvIwZiS189.jpg', '/uQ6Srt9S5UHPQoiibZf8XZ47V4H.jpg', '/5TsqiJsx4fAMOaNFpTDsBBtcS4T.jpg']",/yW10jwICM43dxAYQJ4Spq6ivhhh.jpg,6615
1945,12097,0,30000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0389722,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Ghost House Pictures', 'id': 768}, {'name': 'HorrorFlix', 'id': 24339}]",2007-10-17,75505973.0,113.0,7022209.0,9125306327.0,"['/4c5rLeOe33DXm6ayqX1uGocumsc.jpg', '/6FwOUF7oxvMA7AEZ8uVQwAhQIpH.jpg', '/kETVqU8PMDM44wM5mxPeegdGt2F.jpg', '/jc1eGtCShQ2ZkzqWApiWbA1lbTF.jpg', '/riibKDljUzdSfIZygymhKx9yNPx.jpg', '/e18KUAquVXJcEl9uPC0InR9BLyu.jpg', '/ub20UyEQXxf0LvccAX4pzWGtsD6.jpg', '/r9P5l3CgpqpEr4ATbv8AMFqOiF.jpg', '/j1w45OYSdNpA9LVd8kDbWRhwXSM.jpg', '/9hpeYdVRmQ3MoeWYqHR2e642av2.jpg', '/14Oobz8bwcd3jiqnoCFTQnPBJdB.jpg', '/xLzuRs76UrXLQKJWs3zYB15c7Q2.jpg', '/36sxcej0rbRuJITXtIuzasSOpcE.jpg', '/fPpns8huKNoAvfK62Vxs0ahi2h1.jpg', '/dzp7nK9Tw9tI2dWHPcNzD5q38dP.jpg', '/vUfy1gMka5VvAFSpYHiEJmPv6yU.jpg', '/t00lhyJk3mNK954YPXWlUu3qh3j.jpg', '/zK0uJ2BEgBrQRzZj3uju7yVjQB8.jpg', '/1fPiD1Wo6zJtZvTdZiHam2y5EJg.jpg', '/3Ezzw4mB6oUBZGyx8jNXQhuLupZ.jpg', '/h2VvTz9H1MaOYw2VkRCnwL8RzPj.jpg', '/5qHpB4LMwT6HfXheKNIoqUHtObL.jpg', '/89OTRwcPcPrTDVnfYml8jx9d5lH.jpg', '/4UYoC1oX8Vdzw5fT83HvKCkcNCj.jpg', '/lHaMmvB3IHFmcUJINKSNdc6PzSG.jpg', '/swLDsxBFkWAVcSgqXBnCUdBbQaT.jpg', '/oHmGwzTngt9dkYimlabYylTKFZ5.jpg', '/tFFGtmEd4dr3EPeWptsPkflGnmR.jpg', '/j8ZnhSl7JJwVZ0su5w4uemYJXN9.jpg', '/y8gFeWy8KuZxy5Y6rYS6pn6Kvu9.jpg', '/mkJa5DsA4xMc53KFbkcPDE2uM0W.jpg', '/3sC3WN0Ua58U56rSFu4RSIl8peI.jpg', '/oXu6dsoJS0iyjtXhU7MiKkkdZAr.jpg', '/di0nx350h4m6k0smnktYWUqdUnh.jpg', '/qsCwSo9TqwMMfKAVca8oM60LILe.jpg', '/egw67SWhtelrUQkNKVEFNujjQDZ.jpg', '/kcDr96zRyuM3IiR5RWPV14D5dMK.jpg', '/jcCb9u4sGJbpf5kWUCQmTDcOH0e.jpg', '/xRC1g6zViSlegL0IE1gGH3I0rWw.jpg', '/jz4lXANo1Sql2Hbkcxqn4WU93rb.jpg', '/19PAUtHIeajZRrwqQe5Tk3jSagk.jpg', '/k15v5B0pZjaKq65Nh9gPpXMuarC.jpg']",/yAJGgmJlKdBzIKk9ovRpeWXDblf.jpg,4513
