,adult,budget,genres,imdb_id,production_companies,release_date,revenue,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross
825,False,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0116225,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]",1996-08-09,42277365.0,97.0,1.0,1.0
827,False,2962051.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0115632,"[{'name': 'Miramax', 'id': 53009}, {'name': 'Eleventh Street Production', 'id': 93380}, {'name': 'Jon Kilik', 'id': 93381}]",1996-08-09,3011195.0,108.0,1.0,1.0
828,False,45000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117918,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]",1996-08-16,53854588.0,135.0,1.0,1.0
829,False,200000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0104109,"[{'name': 'Vertigo Productions', 'id': 2756}]",1991-06-02,300000.0,109.0,1.0,1.0
837,False,500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0116985,"[{'name': 'Pope Productions', 'id': 2974}]",1996-01-22,431326.0,88.0,1.0,1.0
840,False,4500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0115736,"[{'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Spelling Films', 'id': 10355}]",1996-09-13,7011317.0,108.0,1.0,1.0
853,False,60000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0120004,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 15278}]",1997-01-10,33956608.0,110.0,1.0,1.0
854,False,40000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt0116654,"[{'name': 'New Line Cinema', 'id': 12}]",1996-08-23,49627779.0,96.0,1.0,1.0
859,False,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",tt0115783,"[{'name': 'Universal Pictures', 'id': 33}]",1996-09-06,22611954.0,84.0,1.0,1.0
864,False,5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0113253,"[{'name': 'Miramax Films', 'id': 14}]",1995-09-29,15116634.0,88.0,1.0,1.0
962,False,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0117011,"[{'name': 'Columbia Pictures', 'id': 5}]",1996-09-13,51702483.0,100.0,1.0,1.0
963,False,28000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0117039,"[{'name': 'Geffen Pictures', 'id': 360}, {'name': 'Warner Bros.', 'id': 6194}]",1996-10-25,16900000.0,132.0,1.0,1.0
967,False,67000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0116830,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Metropolitan Filmexport', 'id': 656}]",1996-09-20,47267001.0,101.0,1.0,1.0
969,False,9000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",tt0117603,"[{'name': 'New Line Cinema', 'id': 12}]",1996-11-06,41590886.0,118.0,1.0,1.0
971,False,2300000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0115994,"[{'name': 'Tinderbox Films', 'id': 44774}]",1996-09-06,49620.0,88.0,1.0,1.0
974,False,38000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0116259,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Simian Films', 'id': 10153}]",1996-09-27,17380126.0,118.0,1.0,1.0
977,False,50000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0115862,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Davis Entertainment', 'id': 1302}]",1996-10-11,22540359.0,113.0,1.0,1.0
991,False,14000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0106611,"[{'name': 'Walt Disney', 'id': 5888}]",1993-09-30,154864401.0,98.0,1.0,1.0
998,False,48000000.0,"[{'id': 12, 'name': 'Adventure'}]",tt0102798,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",1991-06-14,390493908.0,143.0,1.0,1.0
1008,False,10000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0104692,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Allied Vision', 'id': 5570}]",1992-03-05,32101000.0,108.0,1.0,1.0
1012,False,4500000.0,"[{'id': 18, 'name': 'Drama'}]",tt0117589,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'October Films', 'id': 236}, {'name': 'CiBy 2000', 'id': 7832}, {'name': 'Thin Man Films', 'id': 10100}]",1996-05-24,13417292.0,142.0,1.0,1.0
1015,False,16000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117791,"[{'name': 'Merchant Ivory Productions', 'id': 20740}]",1996-09-04,1985001.0,125.0,1.0,1.0
1018,False,65000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0116908,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Forge', 'id': 2980}, {'name': 'The Steve Tisch Company', 'id': 21920}]",1996-10-11,89456761.0,120.0,1.0,1.0
1019,False,50000000.0,"[{'id': 12, 'name': 'Adventure'}]",tt0116409,"[{'name': 'Constellation Films', 'id': 457}, {'name': 'Paramount', 'id': 6033}]",1996-10-11,75000000.0,109.0,1.0,1.0
1024,False,2400000.0,"[{'id': 18, 'name': 'Drama'}]",tt0116404,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}]",1996-10-16,5731103.0,120.0,1.0,1.0
1025,False,45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0120107,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1997-01-31,2154540.0,103.0,1.0,1.0
1026,False,7000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0116722,"[{'name': 'Revolution Films', 'id': 163}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}]",1996-02-06,405000.0,123.0,1.0,1.0
1029,False,14500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117509,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1996-10-31,147298761.0,120.0,1.0,1.0
1030,False,200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0117802,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Independent Pictures (II)', 'id': 2833}, {'name': 'The Alfred Shay Company Inc.', 'id': 8824}]",1996-10-18,4505922.0,94.0,1.0,1.0
1031,False,44000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0117665,"[{'name': 'Propaganda Films', 'id': 278}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}]",1996-10-18,165615285.0,147.0,1.0,1.0
1057,False,1200000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0105236,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Dog Eat Dog Productions Inc.', 'id': 26198}]",1992-09-02,14661007.0,99.0,1.0,1.0
1060,False,49000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0103772,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Canal+', 'id': 5358}, {'name': 'Carolco Pictures', 'id': 14723}]",1992-03-20,352927224.0,127.0,1.0,1.0
1061,False,38000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0101761,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Ixtlan Productions', 'id': 525}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'Bill Graham Films', 'id': 78806}]",1991-03-01,34416893.0,140.0,1.0,1.0
1062,False,3705538.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0104036,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Channel Four Films', 'id': 181}, {'name': 'Palace Pictures', 'id': 927}, {'name': 'Nippon Film Development and Finance Inc.', 'id': 1202}, {'name': 'Eurotrustees', 'id': 8876}, {'name': 'British Screen Productions', 'id': 12745}]",1992-09-02,62548947.0,112.0,1.0,1.0
1063,False,12500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0104348,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'GGR', 'id': 67780}, {'name': 'Zupnik Cinema Group II', 'id': 67781}]",1992-09-15,10725228.0,100.0,1.0,1.0
1080,False,12500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0116378,"[{'name': 'C&P Productions', 'id': 3989}]",1996-01-26,1227324.0,99.0,1.0,1.0
1086,False,36000000.0,"[{'id': 18, 'name': 'Drama'}]",tt0117318,"[{'name': 'Sony Pictures', 'id': 34}]",1996-10-12,20300385.0,129.0,1.0,1.0
1091,False,6788000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",tt0101775,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1991-04-19,13878334.0,103.0,1.0,1.0
1128,False,7000000.0,"[{'id': 27, 'name': 'Horror'}]",tt0115610,"[{'name': 'Morgan Creek Productions', 'id': 10210}]",1996-11-01,1100000.0,80.0,1.0,1.0
1142,False,27000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0116209,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Tiger Moth Productions', 'id': 12204}]",1996-11-14,231976425.0,162.0,1.0,1.0
1147,False,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0105488,"[{'name': 'Beyond Films', 'id': 2081}, {'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}, {'name': 'M & A', 'id': 62139}]",1992-08-20,33946224.0,94.0,1.0,1.0
1150,False,4.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",tt0102370,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Artisan Entertainment', 'id': 2188}]",1991-05-10,29.0,119.0,1.0,1.0
1196,False,3000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",tt0103873,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Zealand Film Commission', 'id': 294}, {'name': 'Avalon/NFU Studios', 'id': 466}]",1992-08-13,242623.0,104.0,1.0,1.0
1220,False,14600000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0107048,"[{'name': 'Columbia Pictures', 'id': 5}]",1993-02-11,70906973.0,101.0,1.0,1.0
1221,False,14000000.0,"[{'id': 37, 'name': 'Western'}]",tt0105695,"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]",1992-08-07,159157447.0,131.0,1.0,1.0
1226,False,11000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0101921,"[{'name': 'Universal Pictures', 'id': 33}]",1991-12-27,119418501.0,130.0,1.0,1.0
1234,False,3500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0102536,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'JVC Entertainment', 'id': 182}, {'name': 'Le Studio Canal+', 'id': 183}, {'name': 'Locus Solus Entertainment', 'id': 184}, {'name': 'Pandora Cinema', 'id': 185}, {'name': 'Pyramide Productions', 'id': 186}, {'name': 'Victor Musical Industries', 'id': 187}]",1991-10-03,2015810.0,129.0,1.0,1.0
1273,False,50000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",tt0103644,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brandywine Productions', 'id': 19747}]",1992-05-22,159773545.0,114.0,1.0,1.0
1291,False,40000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]",tt0103874,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Osiris Films', 'id': 2019}]",1992-11-13,215862692.0,128.0,1.0,1.0
1294,False,6000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0103919,"[{'name': 'Propaganda Films', 'id': 278}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1992-10-16,25792310.0,99.0,1.0,1.0
1295,False,35000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0101540,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Cappa Productions', 'id': 691}, {'name': 'Tribeca Productions', 'id': 11391}]",1991-11-15,182300000.0,128.0,1.0,1.0
1308,False,46000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0117731,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Digital Image Associates', 'id': 76068}]",1996-11-21,150000000.0,111.0,1.0,1.0
1310,False,1000000.0,"[{'id': 18, 'name': 'Drama'}]",tt0117666,"[{'name': 'Miramax Films', 'id': 14}]",1996-08-30,24444121.0,135.0,1.0,1.0
1311,False,60000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt0116705,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}]",1996-11-15,129832389.0,89.0,1.0,1.0
1314,False,40000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",tt0117372,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1996-12-13,48093211.0,124.0,1.0,1.0
1316,False,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117477,"[{'name': 'Epithète Films', 'id': 7286}]",1996-05-09,2503829.0,102.0,1.0,1.0
1318,False,54000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0115433,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Great Oaks Entertainment', 'id': 2173}]",1996-11-17,320689294.0,103.0,1.0,1.0
1323,False,27000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0102975,"[{'name': 'Paramount Pictures', 'id': 4}]",1991-12-05,96900000.0,113.0,1.0,1.0
1328,False,80000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",tt0103776,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Warner Bros.', 'id': 6194}]",1992-06-19,280000000.0,126.0,1.0,1.0
1333,False,12000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0100114,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Steamroller Productions', 'id': 3495}, {'name': 'Victor & Grais Productions', 'id': 23308}]",1990-10-05,46044400.0,94.0,1.0,1.0
1336,False,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0105690,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}]",1992-10-08,156563139.0,103.0,1.0,1.0
1342,False,70000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0116996,"[{'name': 'Tim Burton Productions', 'id': 8601}]",1996-12-12,101371017.0,106.0,1.0,1.0
1343,False,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0115906,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Independent Pictures (II)', 'id': 2833}]",1996-12-13,153155.0,104.0,1.0,1.0
1344,False,50000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0116695,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]",1996-12-06,273552592.0,139.0,1.0,1.0
1350,False,23000000.0,"[{'id': 18, 'name': 'Drama'}]",tt0116999,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Tribeca Productions', 'id': 11391}]",1996-12-18,12803305.0,98.0,1.0,1.0
1356,False,14000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt0117571,"[{'name': 'Woods Entertainment', 'id': 979}, {'name': 'Dimension Films', 'id': 7405}]",1996-12-20,173046663.0,111.0,1.0,1.0
1357,False,40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0104691,"[{'name': 'Morgan Creek Productions', 'id': 10210}]",1992-09-25,75505856.0,112.0,1.0,1.0
1365,False,55000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0116250,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1996-12-14,141047179.0,134.0,1.0,1.0
1374,False,55000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0120390,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Rysher Entertainment', 'id': 11661}]",1997-01-09,11466088.0,100.0,1.0,1.0
1379,False,55000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0119664,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Touchstone Pictures', 'id': 9195}]",1997-01-16,31987563.0,117.0,1.0,1.0
1383,False,116000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0118928,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Pacific Western', 'id': 1280}]",1997-02-07,178127760.0,108.0,1.0,1.0
1387,False,8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0119937,"[{'name': 'Hollywood Pictures', 'id': 915}]",1997-01-24,589304.0,106.0,1.0,1.0
1402,False,50000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0118548,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Malpaso Productions', 'id': 171}]",1997-02-14,50068310.0,121.0,1.0,1.0
1404,False,25000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0120434,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}]",1997-02-13,36400360.0,93.0,1.0,1.0
1407,False,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0116922,"[{'name': 'Ciby 2000', 'id': 105}, {'name': 'October Films', 'id': 236}, {'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Lost Highway Productions', 'id': 374}]",1997-01-15,3675201.0,134.0,1.0,1.0
1408,False,30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0120036,"[{'name': 'New Deal Productions', 'id': 1947}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peters Entertainment', 'id': 16774}]",1997-02-21,13130349.0,140.0,1.0,1.0
1409,False,35000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0119008,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Mark Johnson Productions', 'id': 2604}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Baltimore Pictures', 'id': 11407}]",1997-02-27,41954997.0,127.0,1.0,1.0
1417,False,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",tt0116743,"[{'name': 'Mirabai Films', 'id': 6235}, {'name': 'NDF International', 'id': 6236}]",1996-09-11,4109095.0,117.0,1.0,1.0
1418,False,28000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0119951,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]",1997-03-07,41230799.0,109.0,1.0,1.0
1420,False,68000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",tt0120053,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Rysher Entertainment', 'id': 11661}]",1997-04-03,118063304.0,116.0,1.0,1.0
1425,False,45000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0119528,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",1997-03-21,302710615.0,86.0,1.0,1.0
1427,False,20000000.0,"[{'id': 18, 'name': 'Drama'}]",tt0120094,"[{'name': 'Q Productions', 'id': 4729}, {'name': 'Esparza / Katz Productions', 'id': 9313}]",1997-03-21,60000000.0,127.0,1.0,1.0
1428,False,90000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt0118972,"[{'name': 'Columbia Pictures', 'id': 5}]",1997-03-12,140807547.0,107.0,1.0,1.0
1429,False,32000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",tt0118829,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'David Kirschner Productions', 'id': 11050}, {'name': 'Turner Feature Animation', 'id': 90511}]",1997-03-26,3566637.0,75.0,1.0,1.0
1432,False,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0120389,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]",1997-03-27,17979739.0,99.0,1.0,1.0
1433,False,35000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0118623,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Studio Trite', 'id': 6453}]",1997-04-04,791830.0,108.0,1.0,1.0
1436,False,45000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0118615,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Middle Fork Productions', 'id': 3803}, {'name': 'Iguana Producciones', 'id': 11134}, {'name': 'Skylight Cinema Foto Art', 'id': 16387}, {'name': 'St. Tropez Films', 'id': 55532}, {'name': 'Cinema Line Film Corporation', 'id': 55533}]",1997-04-11,136885767.0,89.0,1.0,1.0
1451,False,16500000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0118655,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Capella International', 'id': 594}, {'name': ""Eric's Boy"", 'id': 595}]",1997-05-02,67683989.0,94.0,1.0,1.0
1452,False,36000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0118771,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Spelling Films', 'id': 10355}]",1997-05-02,50159144.0,95.0,1.0,1.0
